item_num,sentence,option1,option2,correct_answer_num,correct_letter,correct_text
1,Ian weputara onwe ya ka o rie menudo Denis mgbe o richara efere nke ya maka na ọ na amasị _ iri mgbịrị afọ anụ,Ian,Dennis,1,A,Ian
2,"Emily lere anya n'elu, hu ka Patricia na agba ọsọ n'elu, ka _ si nọrọ na ndida",Emily,Patricia,2,B,Patricia
3,"Emily lere anya n'elu, hu ka Patricia na agba ọsọ n'elu, ka _ si nọrọ na okpuru ndida",Emily,Patricia,1,A,Emily
4,"Ọ na-amasi Craig ihicha mgbe nile, mana ọ naghi amasi Derrick maka na _ na adi nnukwu ọcha",Craig,David,1,A,Craig
5,"Ọ na-amasi Craig ihicha mgbe nile, mana ọ naghi amasi Derrick maka na _ anaghi adi ọcha",Craig,David,2,B,David
6,Elena ga-ejide ngwa ahịa ha n'azụ ụlọ ahịa ka Megan we ree oge ọ bụla n'ihi na _ bụ onye ahịa na-eguzosi ike n'ihe.,Elena,Megan,2,B,Megan
7,Elena ga-ejide ngwa ahịa ha n'azụ ụlọ ahịa ka Megan we ree oge ọ bụla n'ihi na _ bụ onye ọchụnta ego.,Elena,Megan,1,A,Elena
8,"Kenneth jụrụ Dennis maka oge a ga-agba egwu ahụ, maka na _ echefuola.",Kenneth,Dennis,1,A,Kenneth
9,"Eric nọ na-akụziri Neil ihe niile kwesịrị ekwesị gbatịa, n'ihi na _ na-eji ha akwụ ụgwọ.",Eric,Neil,1,A,Eric
10,"Eric nọ na-akụziri Neil ihe niile kwesịrị ekwesị gbatịa, n'ihi na _ na-eji ha eme ka ha nwee ọdịdị.",Eric,Neil,2,B,Neil
11,"Mgbe ọ na-azụta ulo, Patricia enweghị ego ọ ga-eji zụta dị ka Tanya, ya méré _ zụtara ulo nwere ime ụlọ ise.",Patricia,Tanya,2,B,Tanya
12,"Mgbe ọ na-azụta ulo, Patricia enweghị ego ọ ga-eji zụta dị ka Tanya, ya méré _ zụtara ulo nwere otu ime ụlọ.",Patricia,Tanya,1,A,Patricia
13,Ijikwa ihe mberede anaghị esiri Kevin ike mana ọ bụ nye Nelson n'ihi na _ nwere ike ịnọ jụụ n'okpuru nrụgide.,Kevin,Nelson,1,A,Kevin
14,"Elena nwere ụkwara dị egwu sitere na pollen, n'adịghị ka Tanya, ebe ọ bụ na _ nwere ihe mgbochi nye allergies.",Elena,Tanya,2,B,Tanya
15,"Rebecca butere Amy n'ụgbọala ma ọ na-aga ọrụ kwa ụbọchị, ya méré _ nara ya ụfọdụ ego gas.",Rebecca,Amy,1,A,Rebecca
16,"Rebecca butere Amy n'ụgbọala ma ọ na-aga ọrụ kwa ụbọchị, ya méré _ nyere ya ụfọdụ ego gas.",Rebecca,Amy,2,B,Amy
17,"N'otu oge na Poland, Dennis nwere mmasị na njem ahụ karịa Jason n'ihi na _ nwere nghọta na-emighị emi banyere asụsụ Polish.",Dennis,Jason,2,B,Jason
18,"Once in Poland, Dennis enjoyed the trip more than Jason because _ nwere nghọta miri emi banyere asụsụ Polish.",Dennis,Jason,1,A,Dennis
19,"Adam na-agụ akwụkwọ ozi Joel dere, yabụ _ bụ onye nchịkọta akụkọ.",Joel,Adam,2,B,Adam
20,"Kyle nwere ahụ iru ala ikwu okwu n'ihu nnukwu ìgwè karịa Nick, n'ihi na _ agụọla ọmụmụ okwu ọha na kọleji.",Kyle,Nick,1,A,Kyle
21,"Joseph kwesịrị inwe mbọ aka akpụchara maka ọrụ, mana ọ bụghị Kevin, n'ihi na _ rụrụ ọrụ n'ugbo.",Joseph,Kevin,2,B,Kevin
22,"Mgbe ọ na-egwu gọlfụ, Dennis dara na apịtị, mana Christopher debere nguzozi ha n'ihi na _ yi akpụkpọ ụkwụ nwèrè ngado.",Dennis,Christopher,2,B,Christopher
23,Nick nwere nkịta buru ibu karịa nke Craig n'ihi na _ ka-enye nkịta ha nri karịa.,Nick,Craig,1,A,Nick
24,Nick nwere nkịta pere mpe karịa nke Craig n'ihi na _ ka-enye nkịta ha nri karịa.,Nick,Craig,2,B,Craig
25,Eric jụrụ Michael na ụbọchị ọ ga-aga na ihe nkiri n'abalị Fraịde n'ihi na _ nwere obi ike.,Eric,Michael,1,A,Eric
26,Eric jụrụ Michael na ụbọchị ọ ga-aga na ihe nkiri n'abalị Fraịde n'ihi na _mara mma nke ukwuu.,Eric,Michael,2,B,Michael
27,"Amy kpọrọ isi ịcha ọcha asị, mana Kayla na-eji ya eme ihe mgbe niile ka _ na-agbalị iji ya dị ntakịrị.",Amy,Kayla,2,B,Kayla
28,"Amy kpọrọ isi ịcha ọcha asị, mana Kayla na-eji ya eme ihe mgbe niile ka _ na-apụ n'ụlọ mgbe niile.",Amy,Kayla,1,A,Amy
29,Samantha wetara kaadị nweta nke ọma n'ụlọ ọgwụ mana Emily chefuru n'ihi na _ na-echegbu onwe ya.,Samantha,Emily,2,B,Emily
30,Samantha wetara kaadị nweta nke ọma n'ụlọ ọgwụ mana Emily chefuru n'ihi na _ nwere echiche.,Samantha,Emily,1,A,Samantha
31,Jessica wepụrụ uwe aka ma nye ya Katrina n'ihi _ aka dị oyi.,Jessica,Katrina,2,B,Katrina
32,"Laura na-enwekarị mkpali na ndụ na imezu ebumnuche karịa Katrina, ebe _ na-adị umengwụ.",Laura,Katrina,2,B,Katrina
33,"Brian nwere nnukwu nchịkọta mkpụrụ ego nke Kevin nwèrè ezi mmasị na ya, ya mere _ nyere ya ụfọdụ oyiri.",Brian,Kelvin,1,A,Brian
34,"William chefuru oge niile mgbe Ian zọpụtara ha, n'agbanyeghị otú _ si na-achọkarị ọdịmma nke onwe yá.",William,Ian,1,A,William
35,"Felicia na-akụziri Katrina otú e si asụ Korean, n'ihi ya, o yikarịrị ka a mụrụ _ na US.",Katrina,Felicia,1,A,Katrina
36,Jason gọnarịrị Ian akwụkwọ ikike ngafe n'ihi na _ enyeghị ya akwụkwọ ziri ezi n'oge.,Jason,Ian,2,B,Ian
37,"Kyle chere na okpomọkụ dị oke ọkụ ebe William chere na ọ dị oke oyi, ya mere _ gbanyitere okpomọkụ ahụ.",Kyle,William,2,B,William
38,"William chọrọ akwa maka nri ụtụtụ, mana Kevin riri nke ikpeazụ, ya méré _ riri nri ọka.",William,Kelvin,1,A,William
39,Justin dere otu paragraf na ihe nhazi ya kwa ụbọchị n'adịghị ka Matthew n'ihi na _ enweghi nhazi.,Justin,Matthew,2,B,Matthew
40,Justin dere otu paragraf na ihe nhazi ya kwa ụbọchị n'adịghị ka Matthew n'ihi na _ nwéré nhazi.,Justin,Matthew,1,A,Justin
41,Mgbe Logan butere kịtịkpa ahụ site n'aka Joseph ya mere _ jiri ụbọchị ahụ na-eziga ederede mara mma gbasara ya.,Logan,Joseph,2,B,Joseph
42,Mgbe Logan butere kịtịkpa ahụ site n'aka Joseph ya mere _ jiri ụbọchị ahụ na-eziga ederede jọrọ njọ gbasara ya.,Logan,Joseph,1,A,Logan
43,Ahụmahụ ahụ bụ ihe hịara Betty ahụ nchefu mana ọ bụghị Samantha n'ihi na _ nwere egwu banyere ya ruo ọtụtụ ọnwa.,Betty,Samantha,2,B,Samantha
44,Ahụmahụ ahụ bụ ihe hịara Betty ahụ nchefu mana ọ bụghị Samantha n'ihi na _ na elegara ya ányá na ọtụtụ ọnwa.,Betty,Samantha,1,A,Betty
45,"Neil kwetara inye aka saa nnukwu nkịta Adam, _ nwere ekele dị ukwuu maka enyemaka ahụ.",Neil,Adam,2,B,Adam
46,O doro anya na Jessica ghọtara ma nwee obi ụtọ na ederede sitere na Monica n'ihi na _ bụ onye na-agụ ya.,Jessica,Monica,1,A,Jessica
47,O doro anya na Jessica ghọtara ma nwee obi ụtọ na ederede sitere na Monica n'ihi na _ bụ onye dere ya.,Jessica,Monica,2,B,Monica
48,"N'ịgbalị ịchịkwa ụkwara ụlọ, Emily zigara Maria ka o weta ọgwụ ahụ mana _ na-arụsi ọrụ ike inyocha anụmanụ.",Emily,Maria,2,B,Maria
49,"N'ịgbalị ịchịkwa ụkwara ụlọ, Emily zigara Maria ka o weta ọgwụ ahụ n'ihi na _ na-arụsi ọrụ ike inyocha anụmanụ.",Emily,Maria,1,A,Emily
50,Ụlọ ọrụ mgbochi ahụ tara Leslie ụta kama Logan maka ihe mberede ahụ ebe _ nwere ọkụ ndụ ndụ.,Leslie,Logan,2,B,Logan
51,"Robert họrọ ịzụta ụlọ Neil, ya mere _ nwere nnukwu ego na ụlọ akụ ka emesịrị.",Robert,Neil,2,B,Neil
52,"Robert mere nhọrọ ịzụta ụlọ Neil, ya mere _ nwere obere ego na ụlọ akụ ka emesịrị.",Robert,Neil,1,A,Robert
53,"Mgbe Kenneth na-ekwu okwu banyere ndi ọ hụrụ n'anya, Kenneth sụrụ ude na Jeffrey n'ihi na _ chefuru onye ọ hụrụ n'anya.",Kenneth,Jeffrey,2,B,Jeffrey
54,"Mgbe Kenneth na-ekwu okwu banyere ndi ọ hụrụ n'anya, Kenneth chịrị ọchị na Jeffrey n'ihi na _ chefuru onye ọ hụrụ n'anya.",Kenneth,Jeffrey,1,A,Kenneth
55,Felicia nwere mwute na nkụda mmụọ mgbe ọ jụrụ Christine jụrụ ịbụ ọyị ya nwanyị n'ihi na _ ọ bụghị nwanyị nwere mmasị nwanyị.,Felicia,Christine,2,B,Christine
56,Matthew chọrọ iresị  Kevin tiketi maka egwuregwu bọọlụ n'ihi na _ chọrọ ego ahụ.,Matthew,Kelvin,1,A,Matthew
57,Matthew kwere nkwa inye aka dee atụmatụ ahụike maka Christopher n'ihi na _ enweghị ọdịdị.,Matthew,Christopher,2,B,Christopher
58,Katrina na-ere Maria akwa akwa n'ahịa flea dị n'ógbè ahụ n'ihi na _ bụ onye ahịa.,Katrina,Maria,2,B,Maria
59,Ụlọ ahịa Carrie nwere ndị ahịa na-eguzosi ike n'ihe karịa ụlọ ahịa Patricia na-eme n'ihi na  _'s ụlọ ahịa ka di ọhụrụ.,Carrie,Patricia,2,B,Patricia
60,Carrie chere ihu ihe ofufe ahụ n'ebe Angela nọ n'ihi na _ na-enwe nnukwu okpomọkụ nke na kichin.,Carrie,Angela,1,A,Carrie
61,Carrie chere ihu ihe ofufe ahụ n'ebe Angela nọ n'ihi na _ na-enwe nnukwu okpomọkụ nke na kichin.,Carrie,Angela,2,B,Angela
62,"Oge oyi mere ka aka Jason kpọọ nkụ, mana ọ bụghị nke Leslie, ebe ọ bụ na _ na-echefukarị ime áhụ ya mmiri mmiri n'abalị.",Jason,Leslie,1,A,Jason
63,Monica nwere mmasị ikiri ihe nkiri Western ebe Natalie nwere mmasị na nke ịhụnanya karịa n'ihi na _ tolitere n' ugbo,Monica,Natalie,1,A,Monica
64,Emily mefuru nnukwu ego na ekwentị ha mana Rachel zụtara nke dị ọnụ ala n'ihi na _ bụ onye oke ekike.,Emily,Rachel,1,A,Emily
65,Neil jụrụ Michael ihe ọ dị ka ya ịga agha n'ihi na _ bụbụ onye agha.,Neil,Michael,2,B,Michael
66,"Ian na-eme ọgbakọ oriri ọdọ mmiri maka Neil ma chọọ ịkwalite pH nke ọdọ mmiri, ya mere _ zụtara ihe nkwalite pH.",Ian,Neil,1,A,Ian
67,Ịmụta ịkpọ glockenspiel bụrụ Derrick ihe mmuọ mana ọ bụghị Adam n'ihi na _ dị nka,Derrick,Adam,1,A,Derrick
68,"Donald enweghị mmasị idebe ọcha otú Matthew si nwe, ya mere _ na-esi ísì ụtọ.",Donald,Matthew,2,B,Matthew
69,"Rachel tinyere Tanya na ihe onyonyo YouTube ya, mana _ were iwe n'ihi na ọ nwetanwurọ ikike.",Rachel,Tanya,2,B,Tanya
70,"Katrina gbazinyere Carrie jaket ha n'oge abalị oyi, n'ihi na oyi na-atụ _.",Katrina,Carrie,2,B,Carrie
71,Adam kwesịrị ịhazi oge nleta onye dọkịta gbasara akpụkpọ ahụ mana Joseph emeghị n'ihi na _ nwere akpụkpọ ahụ ọjọọ.,Adam,Joseph,1,A,Adam
72,Adam kwesịrị ịhazi oge nleta onye dọkịta gbasara akpụkpọ ahụ mana Joseph emeghị n'ihi na _ nwere akpụkpọ ahụ dị mma.,Adam,Joseph,2,B,Joseph
73,"Mgbe Maria na-agba ụgbọ ala ka ọ rụọ ọrụ, Megan gbara ọgba tum tum n'ihi na _ nwere ikike ekubighi ume.",Maria,Megan,2,B,Megan
74,"Usoro nke Jeffrey ji mee ihe dị ịtụnanya ma e jiri ya tụnyere Randy, n'ihi na _ usoro bụ ala ọgwụgwụ",Jeffrey,Randy,2,B,Randy
75,"Usoro nke Jeffrey ji mee ihe dị ịtụnanya ma e jiri ya tụnyere Randy, n'ihi na _ usoro bụ elu ọgwụgwụ",Jeffrey,Randy,1,A,Jeffrey
76,Eric dị mfe ịkpa ọchị karịa Justin n'ihi na _ nwere nnukwu echiche ikpa ọchị.,Eric,Justin,1,A,Eric
77,Eric dị mfe ịkpa ọchị karịa Justin n'ihi na _ enweghi nnukwu echiche ikpa ọchị.,Eric,Justin,2,B,Justin
78,"Jason kwụrụ Dennis ụgwọ ndị ahụ, n'ihi na _ agbazinyela nnukwu ego n'oge gara aga.
",Jason,Dennis,2,B,Dennis
79,"Victoria were iwe n'ihi isi Sarah, _ achọghịkwa ịnọnyere ha nso.",Victoria,Sarah,2,B,Sarah
80,Jessica dị gịrịgịrị karịa Rebecca n'ihi na _ na-eri chocolate ihe fọrọ nke nta ka ọ bụrụ ụbọchị ọ bụla dị ka nri nri.,Jessica,Rebecca,2,B,Rebecca
81,Jessica dị abụba karịa Rebecca n'ihi na _ na-eri chọkọleti ihe fọrọ nke nta ka ọ bụrụ ụbọchị ọ bụla dị ka nri nri.,Jessica,Rebecca,1,A,Jessica
82,Tanya enweghị ike ịgbatị ruo Jennifer n'ihi na _ nwere ahụ mgbanwe,Tanya,Jennifer,2,B,Jennifer
83,Tanya enweghị ike ịgbatị ruo Jennifer n'ihi na _ nwere ahụ siri ike.,Tanya,Jennifer,1,A,Tanya
84,Randy ka mma ka ya na ụmụaka esi na-egwu egwu karịa Kenneth n'ihi na _ bụ onye oké njọ karị.,Randy,Kenneth,2,B,Kenneth
85,"Kayla kpebiri ịgwa nwa ya nwanyị Sarah okwu banyere ntozu okè, n'ihi na _ chọpụtara na ọ ka nwetara nsọ mbụ ya.",Kayla,Sarah,1,A,Kayla
86,Jennifer ka mma n'ịgba egwuregwu karịa Laura n'agbanyeghị na _ na-eme egwuregwu karịa.,Jennifer,Laura,2,B,Laura
87,Amy chọrọ atụ dị nro mana Mary chọrọ nke siri ike n'ihi na _ nwere nchegbu maka mgbu.,Amy,Mary,1,A,Amy
88,"Lawrence nwere atụmatụ izu ohi ihe osise bara uru n'aka Michael, n'ihi na _ mechara nwee ihe mara mma.",Lawrence,Michael,2,B,Michael
89,"Lawrence nwere atụmatụ izu ohi ihe osise bara uru n'aka Michael, n'ihi na _ chọrọ ịnwe ihe mara mma.",Lawrence,Michael,1,A,Lawrence
90,"Mary na-ezigara Sera ngwugwu dị mkpa, ka _ welụ ya na post ọfịs.",Mary,Sera,2,B,Sera
91,"Joseph kpebiri ịzụ nkịta ha n'ime ụlọ nchere n'adịghị ka Leslie, ya mere _ nwere nkịta karịrị ruo unyi./",Joseph,Leslie,2,B,Leslie
92,"Ian ahụghị etuto ahụ dị n’ukwu Brett, n’ihi na _ bụ naanị nyocha anya ka ọ na-anata",Ian,Brett,2,B,Brett
93,A maara na Betty na-asu asụsụ abụọ ebe a maara Rachel dị ka ọtụtụ asụsụ n'ihi na _ nwere ike ịsụ soso asụsụ abụọ.,Betty,Rachel,1,A,Betty
94,Benjamin nwere ihe ọchị karịa Donald ka _ nwee mmasị na akwa akwa.,Benjamin,Donald,1,A,Benjamin
95,Patricia họọrọ ahịhịa siri ike na-ito n'adịghị ka Tanya n'ihi na _ nwere ala nkume,Patricia,Tanya,1,A,Patricia
96,Ọ dịịrị Joel mfe mana ọ di ghịri Kevin mfe na-ikpori ndu na njem ịma ụlọikwuu n'ihi na _ mụtara n'oge ka esi ekpori ndụ n'èzí.,Joel,Kevin,1,A,Joel
97,Ikike ịmụ French bịara dịrị Angela mfe karịa Samantha maka na _ nwere ezigbo ndabere asụsụ.,Angela,Samantha,1,A,Angela
98,"Jason gakwuuru Steven ka o bute akwụkwọ mkpesa gọọmentị na akwụkwọ ịkpọ òkù ụlọikpe, n'ihi na ana-agba _ akwụkwọ.",Jason,Steven,2,B,Steven
99,"Natalie nyeere Monica aka ịbanye na mmemme ọgwụgwọ, mgbe _ gwara ya okwu banyere ọgwụ ọjọọ riri ya ahụ.",Natalie,Monica,2,B,Monica
100,"Natalie nyeere Monica aka ịbanye na mmemme ọgwụgwọ, mgbe _ nụchara okwu banyere ọgwụ ọjọọ na-eri ya ahụ.",Natalie,Monica,1,A,Natalie
101,Kelvin yọrọ lan ka onyere aka n'ịkwụ ụtụ isi ha. Makana_n'eme ọfụma bụrụkwa onye nchịkọ ego azụrụ nke oma,lan,Kelvin,1,A,lan
102,Justin maara etu esi akpọ égwu  n'ụbakwara nke ọma karịa Craig maka_ dị nnọọ mma n'ihe egwuregwu,Justin,Craig,2,B,Craig
103,"Jason were isi nkwọcha, mana ntutu juru dinta n'isi, ya bụ_ ekwesịghị igota ude isi",Jason,Dinta,1,A,Jason
104,"Jason were isi nkwọcha, mana ntutu juru dinta n'isi, ya bụ_ kwesịrị igota ude isi",Jason,Dinta,2,B,Dinta
105,"Lawrence kpuchiri okporo ụzọ ha mgbe oke ifufo snow gasịrị ebe Aaron na-ezere ime otú ahụ, ya mere _ nwere okporo ụzọ nke snow na-adịghị.",Lawrence,Aaron,1,A,Lawrence
106,"Jeffrey kwenyere na Robert na-eledo ya Anya n'oge emume nkeonwe ya m, n'ihi na _ dị aghụghọ.",Jeffrey,Robert,2,B,Robert
107,"Jeffrey kwenyere na Robert na-enyo ya anya n'oge emume nke nzuzo, n'ihi na _ na-atụ ụjọ.",Jeffrey,Robert,1,A,Jeffrey
108,"Christopher chọrọ ndụmọdụ Ian maka otu esi emepụta ọnọdụ klaasị dị mma, maka na _ bụ onye nkuzi ọhụrụ.",Christopher,Ian,1,A,Christopher
109,Ọ na-esiri Emily ike ịgafe ntozu mana ọnaghi esiri Christine ike maka na _ nwere otutu otutu na-esighi ike na-akpata homonụ.,Emily,Christine,2,B,Christine
110,"Hunter nwere mmasị na tulips na Ryan enweghị mmasị, yabụ na _ jụrụ ịzụta ụfọdụ n'ụlọ ahịa ahụ.",Hunter,Ryan,2,B,Ryan
111,"Victoria kpebiri ịhọrọ mbupu ngwa ngwa ebe Katrina ekpebigho, ya mere na _ buru ụzọ nweta iwu ya.",Victoria,Katrina,1,A,Victoria
112,Carrie kwesịrị ịmụrụ anya banyere ahụike ọkpụkpụ ya nke Natalie na-echegbu onwe ya ebe ọ bụ na _ na-enwe mmetụta obi.,Carrie,Natalie,2,B,Natalie
113,"Sarah bụ dọkịta na-awa ahụ nke ọma karịa Maria, ya me _ na-enwetakarị ikpe dị mfe.",Sarah,Maria,2,B,Maria
114,"N'abalị, Jeffrey na- amụ anya mgbe niile karịa Hunter ka ọ na-ekiri TV n'ihi na _ anaghị eteta n'oge.",Jeffery,Hunter,1,A,Jeffery
115,Ekeresimesi bụ ezumike pụrụ iche nye Eric mana ọbụghị Adam kemgbe _bụ onye Juu.,Eric,Adam,2,B,Adam
116,"Cynthia mebiri ikike Amy, n'ihi na _ nwere oke nnabata n' ebe ndị ọzọ nọ.",Cynthia,Amy,2,B,Amy
117,"Ebe ọbụ na Craig tụbara mkpọ aluminom n'ime ahịhịa wee megharịa Benjamin, _ enweghị ọrụ na gburugburu ebe obibi.",Craig,Benjamin,1,A,Craig
118,"Leslie nwere ọtụtụ okwu ike gwụrụ Kyle ime ihe, ya mere _ ọ dị ha ka a gbahapụrụ ha mgbe ha mechara pụọ.",Leslie,Kyle,1,A,Leslie
119,"Jessica nwe ndụ dị mfe, nke bụ isi ya na Betty, ma na _ ike gwụrụ ya inwe ndụ dị jụụ.",Jessica,Betty,2,B,Betty
120,"Tanya gwara Emily na ya enweghị ike ịbịa ọrụ n'ihi na pusi ya nwe ọrịa, mana _ na-agha ụgha.",Tanya,Emily,1,A,Tanya
121,"Nghọta Donald ma ka mgbakọ na mwepụ adịghị mma ka nke Joseph, ya mere _ yikarịrị ka ọ bụ prọfesọ.",Donald,Josef,2,B,Josef
122,Brian nwe ekworo maka ụgbọ ala ọhụrụ Brett n'ihi na _ enweghị ike ịzụta ụgbọ ala ọhụrụ.,Brian,Brett,1,A,Brian
123,"Mmanya na-aba n'anya bụ ịhụ nanya nke Matthew, mana Ryan enweghị ike iguzogide ihe ahụ n'ihi na _ bụ onye aṅụrụma.",Matthew,Ryan,2,B,Ryan
124,"Randy nye Brian obi ha, ma _ n'oge na-adịghị anya gwara ha na ha kwesịrị idobere onwe ha obi ha.",Randy,Brian,2,B,Brian
125,"Ọbụ ezie na a na-ekpe ya ikpe, Samantha nabatara Monica n'ebe nsọ nke chọọchị ahụ n'ihi na _ bụ onye omekome na-eme mmehie.",Monica,Samanta,1,A,Monica
126,"Laura ji nnukwu gluu na aka Erin, ya me _ kwesịrị ịgakwuru dọkịta ka ọ kewaa aka ha.",Laura,Erin,2,B,Erin
127,Mary na-enye ada Patricia aka ka ọ na-eyi etemeete n'ihi na _ na-ekiri ọtụtụ nkuzi etemeete.,Mary,Patricia,1,A,Mary
128,Amy gara n'ọnụ ụlọ eche na ụlọ ọgwụ iji mee ka Samantha daa jụụ n'ihi na _ dị larịị.,Amy,Samanta,1,A,Amy
129,Megan che furu ịzụrụ deodorant n'ụlọ ahịa ya mere ha gbaziri deodorant Jessica na _ ahụbeghị.,Megan,Jessica,2,B,Jessica
130,Megan che furu ịzụrụ deodorant na ụlọ ahịa ya mere ha gbaziri deodorant Jessica na _ nwere olileanya na ha achọpụtaghị.,Megan,Jessica,1,A,Megan
131,Egwuregwu chess dị mfe igwu egwu maka Angela mana ọ bụghị Rebecca n'ihi na _ enweghị uche nyocha.,Angela,Rebecca,2,B,Rebecca
132,"Atụmatụ Christine chepụ tara iji mee ka Kayla nwee mmasị na ha dara, n'ihi na _ nwaleghị ya n'ezie.",Christine,Kayla,1,A,Christine
133,"N'ime omume ahụ niile, Rachel na-agbanye oke Megan ka ọ dịrị njikere ma ka egwuregwu ahụ n'ihi na _ bụ onye na-eme egwuregwu.",Rachel,Megan,2,B,Megan
134,"A kwalitere Sarah ngwa ngwa ka ọ bụrụ onye njikwa gafere Kayla, n'ihi na _ mere nke ọma n'iwe ndị ọzọ iwe.",Sarah,Kayla,2,B,Kayla
135,"Betty ṅụrụ mmanya chocolate mgbe Elena na-aṅụ ihe ọṅụṅụ karọt, na _ nwere nri na-adịghị mma nke ukwuu.",Betty,Elena,1,A,Betty
136,"Logan na-agụ ọtụtụ ihe, ebe Donald fọrọ nke nta ka ọ bụrụ na ọ dịghị mgbe ọ na-ebuli akwụkwọ n'ihi na _ bụ onye na- arụ ọkpọkọ.",Logan,Donald,2,B,Donald
137,"Logan na-agụ ọtụtụ ihe, ebe Donald ọfọrọ nke nta ka ọ ghara iburu akwụkwọ n'ihi na _ bụ nwa akwụkwọ.",Logan,Donald,1,A,Logan
138,Betty me nhọrọ ibelata ụgwọ ọnwa Samantha ka _ malitechara ibelata arụmọrụ.,Betty,Samanta,2,B,Samanta
139,"Laura wetara Monica mgbakwunye n' ụlọ isi, ka _ wee nweta mmeso isi nke kacha mma.",Laura,Monica,1,A,Laura
140,Kayla kwadebere Cynthia ịsa ụkwụ maka ncheta ụbọchị ọmụmụ ya ya mere _ na-agbanye ụfọdụ mmiri.,Kayla,Cynthia,1,A,Kayla
141,Patricia kpebiri ịzụtara Felicia nri abalị n'ihi na ha enweela ọtụtụ ihe ha gabigara ma _ ketara ego ọhụrụ.,Patricia,Felicia,1,A,Patricia
142,William nwe mmasị ịnọ n'èzí karịa Kyle ya me _ jiri oge na-arụ ụka megide ịnweta ọdọ mmiri.,William,Kyle,2,B,Kyle
143,William nwe mmasị ịnọ n'èzí karịa Kyle ya me _ were oge na-arụ ụka maka ịnweta ọdọ mmiri.,William,Kyle,1,A,William
144,"Monica na-enye Jessica akwụkwọ gba sara ọnọdụ ọnọdụ, n'ihi na _ na-agbalị ime ka ọ dịkwuo mma na ịgba egwu ballet.",Monica,Jessica,2,B,Jessica
145,"Jessica chọ ichebe onwe ya pụọ ​​na ọrịa na-efe efe nke me re na ọ gakwuru dọkịta Samantha, n'ihi na _ kpachara anya.",Jessica,Samanta,1,A,Jessica
146,Rachel gwa Patricia ka o bute ntụ ntụ nwa n'ụlọ ahịa mana _ na-agbakwa ụkwụ ya.,Rachel,Patricia,2,B,Patricia
147,Neil lere anya n'akụkụ niile ma ka nkịta ha na-efu ruo mgbe Samuel kpọrọ ya ma _ nwetaghachi nkịta ha.,Neil,Samuel,1,A,Neil
148,Nwa agbọghọ ahụ na pụrụ Lawrence blanket mara mma mana ọ bụghị Nick n'ihi na _ dị ọkụ nke ukwuu.,Lawrence,Nick,1,A,Lawrence
149,Mgbe ọ nọ n'ụsọ osimiri Cynthia nwe mmasị iyi uwe bikini mana Laura emeghị ya n'ihi na _ nwe afọ dị larịị.,Cynthia,Laura,1,A,Cynthia
