item_num,sentence,option1,option2
279,"Leslie was nervous around parrots but Neil was not, since _ was bitten by a bird early in life.",Leslie,Neil
280,Christmas was a special holiday to Eric but not Adam since _ was a Jew.,Eric,Adam
281,Benjamin was chosen instead of Brett to be the makeup artist for the play because _ was less experienced.,Benjamin,Brett
282,"Cynthia violated the rights of Amy, because _ had too much passivity with other people.",Cynthia,Amy
283,All the clutter in the house excited Leslie but not Derrick because cleaning energized _ very much.,Leslie,Derrick
284,"Since Craig threw aluminum cans in the trash and Benjamin recycled, _ was environmentally irresponsible.",Craig,Benjamin
285,"Christine was going to Jessica's house to do some cleaning in the kitchen, because _ was a energetic person.",Christine,Jessica
286,"Leslie had a lot of issues that Kyle was tired of dealing with, so _ felt abandoned when they finally moved out.",Leslie,Kyle
287,"Jessica enjoyed a simple, basic life with Betty, but _ was bored having a quiet existence.",Jessica,Betty
288,Joel researched laws and helped to open a preschool for Eric. Because _ is very good with kids.,Joel,Eric
289,"Tanya told Emily she couldn't come to work because her cat had an infection, but _ was lying.",Tanya,Emily
290,"Angela thinks her husband might be cheating with Lindsey, and _ confesses at the dinner party.",Angela,Lindsey
291,"Donald's understanding of math isn't as good as Joseph's, so _ is more likely a professor.",Donald,Joseph
292,Brian was jealous of Brett's new car because _ couldn't afford to buy a new car.,Brian,Brett
293,"On Monday, Patricia made Felicia eggs for an early breakfast, but _ does not like fried eggs.",Patricia,Felicia
294,Hunter was a better baker than Logan so _ made the kitchen a mess when they tried to make an apple pie.,Hunter,Logan
295,Jennifer was more of a morning person than Natalie although _ always went to bed early and got a good night's rest.,Jennifer,Natalie
296,Jennifer was more of a morning person than Natalie because _ always went to bed early and got a good night's rest.,Jennifer,Natalie
297,"Alcohol is a love of Matthew's, but Ryan can't stand the stuff because _ is a sober alcoholic.",Matthew,Ryan
298,"Randy gave their heart to Brian, and _ soon told them that they should have kept their heart to themselves.",Randy,Brian
299,"Although she was being prosecuted, Monica was welcomed into the sanctuary of the church by Samantha because _ was a sinful criminal.",Monica,Samantha
300,"Laura used too much super glue on Erins hands, so _ needed to get to the doctor to separate their hands.",Laura,Erin
301,The bartender cut Carrie off but continued to serve Emily because _ was too drunk.,Carrie,Emily
302,Mary was helping Patricia's daughter put on makeup but  _ watches a lot of makeup tutorials.,Mary,Patricia
303,Mary was helping Patricia's daughter put on makeup because _ watches a lot of makeup tutorials.,Mary,Patricia
304,"Aaron didn't know Dennis had a peanut allergy, so when _ made peanut chicken an ambulance was called.",Aaron,Dennis
305,"Aaron didn't know Dennis had a peanut allergy, so when _ ate peanut chicken an ambulance was called.",Aaron,Dennis
306,"Brett asked Joel for advice and guidance about waxing his mustache, and afterwards _ felt burdened.",Brett,Joel
307,Amy went over to the waiting room at the hospital to calm Samantha because _ was placid.,Amy,Samantha
308,Megan forgot to buy deodorant at the store so they borrowed Jessica's deodorant and _ never found out.,Megan,Jessica
309,Megan forgot to buy deodorant at the store so they borrowed Jessica's deodorant and _ hoped they never found out.,Megan,Jessica
310,"Amy thought she was the mirror image of Natalie , but _ could not be convinced to see the similarity.",Amy,Natalie
311,"Amy thought she was the mirror image of Natalie , but _ could not persuade her to see the similarity.",Amy,Natalie
312,"Emily never had as much money to spend as Carrie, because _ had a good job.",Emily,Carrie
313,Steven believes they can buy happiness but Craig thinks otherwise as _ is very realistic.,Steven,Craig
314,Steven believes they can buy happiness but Craig thinks otherwise as _ is very materialistic.,Steven,Craig
315,The game of chess was easy to play for Angela but not Rebecca because _ had a analytical mind.,Angela,Rebecca
316,The game of chess was easy to play for Angela but not Rebecca because  _ did not have an analytical mind.,Angela,Rebecca
317,"The plan devised by Christine to get Kayla to like them failed, as _ did not really try it.",Christine,Kayla
318,Throughout the practice Rachel pushed the limits of Megan to get ready for the game because _ was the coach.,Rachel,Megan
319,Throughout the practice Rachel pushed the limits of Megan to get ready for the game because _ was the athlete.,Rachel,Megan
320,"Sarah was quickly promoted to manager over Kayla, because _ excelled at angering other people.",Sarah,Kayla
321,Dennis knows that Jeffrey is an animal lover and _ knows he wants to go to the zoo to see them.,Dennis,Jeffrey
322,"Betty drank chocolate shakes while Elena drank carrot juice, and _ had a very healthy diet.",Betty,Elena
323,"Betty drank chocolate shakes while Elena drank carrot juice, and _ had a very unhealthy diet.",Betty,Elena
324,"When Steven found that their T-shirt had shrunk in the laundry, Robert's first reaction was to laugh, and _ then became angry.",Steven,Robert
325,"When Steven found that their T-shirt had shrunk in the laundry, Robert's first reaction was to laugh, and _ became apologetic.",Steven,Robert
326,It was easy for Amy but not Rachel to create a meal because _ had taken woodshop in school.,Amy,Rachel
327,"The house of Aaron took some damage from the storm but not Michael's house, because _ lived farther away.",Aaron,Michael
328,"Jennifer dragged Felicia along to a self help workshop about how to succeed, because _ wanted some company.",Jennifer,Felicia
329,"Logan reads a lot, while Donald almost never picks up a book because _ is a plumber.",Logan,Donald
330,"Logan reads a lot, while Donald almost never picks up a book because _ is a student.",Logan,Donald
331,Betty made the choice to reduce Samantha's salary after _ started cutting back on efficiency.,Betty,Samantha
332,"During the rescue mission, Maria pulled Rebecca away from the minefield since _ was a civilian.",Maria,Rebecca
333,"Laura brought extensions to Monica at the salon, so that _ could get their dreads treated professionally.",Laura,Monica
334,"Laura brought extensions to Monica at the salon, so that _ could treat their dreads professionally.",Laura,Monica
335,Jessica wanted Mary to help them decorate their new house because _ asked them not to do it alone.,Jessica,Mary
336,William went on the ride more than Matthew did because _ thought it was scary.,William,Matthew
337,"Megan took Monica to a wood shack in the mountains, because _ was a kidnapper trying to hide.",Megan,Monica
338,Samuel tried unsuccessfully to get Brett to skip school because _ was a truant that didn't follow the rules.,Samuel,Brett
339,Kayla prepared a foot soak bath for Cynthia for their birthday so _ is pouring in water.,Kayla,Cynthia
340,Hunter chose to eat a banana for breakfast every morning but Michael did not because _ is unconcerned about their health.,Hunter,Michael
341,Patricia decided to buy Felicia dinner because they had been through a lot and _ just inherited some money.,Patricia,Felicia
342,Patricia decided to buy Felicia dinner because they had been through a lot and _ just lost some money.,Patricia,Felicia
343,"Sarah thought that Elena was overpacking for Hawaii, because _ had a very full suitcase.",Sarah,Elena
344,William liked to be outside more than Kyle so _ spent time arguing against getting a pool.,William,Kyle
345,William liked to be outside more than Kyle so _ spent time arguing for getting a pool.,William,Kyle
346,"Monica gives Jessica a book about posture, because _ has been trying to get better at ballet dancing.",Monica,Jessica
347,The sliding glass door was broken when Eric pushed Ian through it because _ is a pushover.,Eric,Ian
348,"Jessica wants to protect herself from infectious diseases so she goes to doctor Samantha, because _ is careful.",Jessica,Samantha
349,Rachel told Patricia to pick up some baby powder at the store because _ had sweaty feet.,Rachel,Patricia
350,Rachel told Patricia to pick up some baby powder at the store but _ had sweaty feet too.,Rachel,Patricia
351,Neil looked all over the neighborhood for their missing dog until Samuel called and _ got their dog back.,Neil,Samuel
352,"At work, Mary uses a broiler a lot, but Rebecca uses a chainsaw. That's because _ is a tree cutter.",Mary,Rebecca
353,Adam's mindset was a lot stronger than William's because _ was able to control it.,Adam,William
354,The maid took away a cozy blanket from Lawrence but not Nick because _ was very hot.,Lawrence,Nick
355,The maid took away a cozy blanket from Lawrence but not Nick because _ was very cold.,Lawrence,Nick
356,Brett asked Nelson where they were because _ had no idea after he fell asleep.,Brett,Nelson
357,Brett asked Nelson where they were because _ had had been driving after he fell asleep.,Brett,Nelson
358,"Craig gifted Eric a new picnic table, because _ borrowed some money a while ago.",Craig,Eric
359,"Craig gifted Eric a new picnic table, because _ lent him some money a while ago.",Craig,Eric
360,"Victoria was eager to make the big sale to Sarah , as _ needed the money that day.",Victoria,Sarah
361,"Victoria was eager to make the big sale to Sarah , as _ had the money that day.",Victoria,Sarah
362,"Robert took voice lessons from Randy, because _ was known to be on American Idol.",Robert,Randy
363,Whilst on the beach Cynthia loved to wear a bikini but Laura did not because _ had a flat stomach.,Cynthia,Laura
364,Whilst on the beach Cynthia loved to wear a bikini but Laura did not because _ had a fat stomach.,Cynthia,Laura
365,Lawrence liked watching foreign movies with subtitles unlike Jason because _ criticized the original language of the film.,Lawrence,Jason
366,Lawrence liked watching foreign movies with subtitles unlike Jason because _ appreciated the original language of the film.,Lawrence,Jason
367,"Victoria was still grieving the death of a friend more than Elena, because _ had a more distant relationship with the friend.",Victoria,Elena
368,"Victoria was still grieving the death of a friend more than Elena, because _ had a very close relationship with the friend.",Victoria,Elena
369,"Cynthia had a much harder life than Amy, so when _ said life was good, it was an unusual sentiment.",Cynthia,Amy
370,The courage of Ian was a lot stronger than Michael because _ had been through a lot in life.,Ian,Michael
371,"Lawrence dealt the cards to Joseph at the blackjack table, because _ was a professional player.",Lawrence,Joseph
372,"Samantha strictly followed their diet while Sarah ate what they felt like, and _ ate chicken and broccoli all week.",Samantha,Sarah
373,It seemed more likely that Brett would wear a fedora rather than Justin because _ was known to dress stylishly.,Brett,Justin
374,It seemed more likely that Brett would wear a fedora rather than Justin because _ did not often dress stylishly.,Brett,Justin
375,William did not mind if it took them a while to prepare a meal but Adam did because _ was very meticulous.,William,Adam
376,Kevin ate large amounts of food but not Adam. _ didn't have to get checked to see if they had a tapeworm.,Kevin,Adam
377,The computer of Victoria ran faster than that of Carrie because _ downloaded less files.,Victoria,Carrie
378,The computer of Victoria ran slower than that of Carrie because _ downloaded less files.,Victoria,Carrie
379,Elena enjoyed yoga classes while Amy preferred other forms of exercise; this was because _ was flexible.,Elena,Amy
380,Elena enjoyed yoga classes while Amy preferred other forms of exercise; this was because _ was inflexible.,Elena,Amy
381,"The cake that Lawrence tried to bake for Ryan didn't rise, and _ felt forgiving abut it.",Lawrence,Ryan
382,Natalie took a longer time to take a bath than Jennifer because _ liked relaxing in the tub.,Natalie,Jennifer
383,Emily said that Victoria's hijab was silly and old fashioned. _ heard some very offensive things.,Emily,Victoria
384,Emily said that Victoria's hijab was silly and old fashioned. _ said some very offensive things.,Emily,Victoria
385,It is likely that Donald but not Jason would get the job promotion because _ never stayed late and never did extra work.,Donald,Jason
386,"There are lots of pills in the home of Neil, but none in the house of Logan, so _ must be healthy.",Neil,Logan
387,Carrie asked Betty where the children were on the playground because _ could not see them.,Carrie,Betty
388,Samantha had to get car insurance and Jessica did not because _ just got a new car.,Samantha,Jessica
389,The stain was lighter on Jason's shirt than Donald's because _ spilled red wine and not white wine.,Jason,Donald
390,The stain was darker on Jason's shirt than Donald's because _ spilled red wine and not white wine.,Jason,Donald
391,Ian needed to adjust the mirror and Craig did not because _ was shorter than the owner of the car.,Ian,Craig
392,Ian needed to adjust the mirror and Craig did not because _ was the same height as the owner of the car.,Ian,Craig
393,"William lived in a rougher part of town than Eric, so _ trained their dog as a guard dog.",William,Eric
394,Jennifer returned the pan to Sarah because _ had borrowed it from her for the potluck party.,Jennifer,Sarah
395,Jennifer returned the pan to Sarah because _ had loaned it to her for the potluck party.,Jennifer,Sarah
396,The doctor told Kevin to exercise more often but not Neil. _ had always been lazy and unmotivated.,Kevin,Neil
397,The doctor told Kevin to exercise more often but not Neil. _ had always been active and self-motivated.,Kevin,Neil
398,Ryan had to use a calculator on the test but Michael didn't because _ was very bad at math.,Ryan,Michael
399,"Christine accepted the over night challenge from Laura, because _ had a better chance of winning.",Christine,Laura
400,"Victoria taught Elena how to count in Malay for their trip, because _ was a visitor of the island.",Victoria,Elena
401,Betty assisted Kayla with the daily analysis task they were assigned and then _ ask for help herself.,Betty,Kayla
402,The store sold Michael a fake phone but not Eric so _ could still make a call.,Michael,Eric
403,"The dog that Laura found was dirtier than Amy's dog, since _ dog lived in the street.",Laura,Amy
404,The ambulance went to the hospital without Nelson inside but with Ryan because _ drove there in a car.,Nelson,Ryan
405,It took a less time for Katrina to read the book than Cynthia since _ was a better reader.,Katrina,Cynthia
406,It was easy for Matthew but not Logan to practice yoga because _ wanted to improve their mind and body.,Matthew,Logan
407,"Patricia was called back for a second interview but not Victoria, as _ had passed the background check.",Patricia,Victoria
408,"Patricia was called back for a second interview but not Victoria, as _ had failed the background check.",Patricia,Victoria
409,"Michael was a very calm person with yoga but Jeffrey was hyper so, _ decided to take a yoga class.",Michael,Jeffrey
410,Going to a restaurant is something that Patricia does very often but Carrie rarely goes to one because _ is a very bad cook.,Patricia,Carrie
411,Going to a restaurant is something that Patricia does very often but Carrie rarely goes to one because _ is a very good cook.,Patricia,Carrie
412,Jessica spends a lot more money on frivolous things than Rachel because _ has more disposable income.,Jessica,Rachel
413,Erin showed Maria to use the fork and knife in a proper manner as _ attended etiquette school.,Erin,Maria
414,Ian won a fish from Kenneth at the carnival so _ bagged it up and sent it home.,Ian,Kenneth
415,The hotline was staffed by Christine when Tanya called in because _ was a volunteer.,Christine,Tanya
416,Steven helped Derrick do research on the paper because _ did not have access to the internet.,Steven,Derrick
417,Steven helped Derrick do research on the paper because _ had access to the internet.,Steven,Derrick
418,Rebecca asked Kayla to turn the lights out but _ did not want to go to sleep.,Rebecca,Kayla
419,"Dennis is changing the sand in a pool filter for Joseph, because _ is a bit lazy.",Dennis,Joseph
420,Hunter gave Justin two weeks to respond after sending him a demand letter. .After that _ will sue him in the court.,Hunter,Justin
421,Jason considers he and Benjamin to be friends so _ puts a lot of effort into their relationship.,Jason,Benjamin
422,Jason considers he and Benjamin to be friends even though _ puts little effort into their relationship.,Jason,Benjamin
423,"Randy only ever added a little bit of hot sauce to his food, especially compared to Adam, as _ was much more sensitive to spice.",Randy,Adam
424,The snow came down so much that Michael had to go plow Kevins driveway because _ agreed to take care of his neighbors.,Michael,Kevin
425,The snow came down so much that Michael had to go plow Kevins driveway because _ needed the help of his neighbors.,Michael,Kevin
426,Police arrested Maria but let Cynthia go as _ had some paint on their hand from the spray paint used for graffiti.,Maria,Cynthia
427,Police arrested Maria but let Cynthia go as _ had no paint on their hand from the spray paint used for graffiti.,Maria,Cynthia
428,Hunter bought a vehicle to commute in but not Dennis because _ had a driving distance to work.,Hunter,Dennis
429,Jeffrey went to the doctor to treat their ailments but not Robert so _ became sicker.,Jeffrey,Robert
430,"Maria asked Cynthia if she could borrow some fuel for her car, as _ had a shortage of it.",Maria,Cynthia
431,"In the accident the vehicle of Nelson received more damage than that of Justin, since _ vehicle was smaller.",Nelson,Justin
432,"In the accident the vehicle of Nelson received more damage than that of Justin, since _ vehicle was bigger.",Nelson,Justin
433,"Monica is looking to buy some new furniture and Carrie just bought some, so _ is starting to anticipate their purchase arrival.",Monica,Carrie
434,Aaron showed Donald how to use google play on an android because _ owned an apple phone.,Aaron,Donald
435,Katrina turned out to be much more spoiled than Felicia because _ did not have wealthy or generous parents.,Katrina,Felicia
436,Katrina turned out to be much more spoiled than Felicia because _ had wealthy and generous parents.,Katrina,Felicia
437,Sarah rolls her eyes as Monica extolls the virtues of vinegar as a cleaning solution for everything since _ is bored.,Sarah,Monica
438,Nelson always had the best friendships except with Neil since _ was always so polite.,Nelson,Neil
439,"Derrick really liked working in Human Resources and William wanted to work at the same company, and _ subsequently offered a position.",Derrick,William
440,"Derrick really liked working in Human Resources and William wanted to work at the same company, and _ subsequently accepted a position.",Derrick,William
441,Jennifer wanted to get romance in a relationship while Elena did not because _ liked to watch romantic comedies.,Jennifer,Elena
442,"Adam loved dogs but Jason was afraid of them, so only _ petted the poodle.",Adam,Jason
443,"Elena brought the horse to the stables owned by Cynthia, so _ could buy the animal.",Elena,Cynthia
444,"Elena brought the horse to the stables owned by Cynthia, so _ could sell the animal.",Elena,Cynthia
445,Brett wanted to get a massage but Kenneth did not. This is because _ was feeling relaxed.,Brett,Kenneth
446,Kevin was worried about Eric's infections so _ decided to go to an emergency clinic.,Kevin,Eric
447,The bird squawked at Mary's rushed approached and quieted when Jennifer came in since _ was threatening.,Mary,Jennifer
448,Ryan was always behind Donald in high school because _ had a diagnosed learning disability.,Ryan,Donald
449,Craig had problems with dry skin but not Hunter since _ used a soothing skin lotion.,Craig,Hunter
450,Craig had problems with dry skin but not Hunter because _ used an irritating skin lotion.,Craig,Hunter
451,Carrie loves putting sugar in coffee as opposed to Laura because _ thinks the coffee tastes better.,Carrie,Laura
452,"Brett was actively engaged in weight loss whereas Benjamin was trying to gain weight, so _ maximized their caloric intake.",Brett,Benjamin
453,Monica had trouble paying off their loan unlike Sarah because _ was an infrequent gambler.,Monica,Sarah
454,"Kevin drew the blood from Ian's arm, because _ was giving it to do some tests.",Kevin,Ian
455,Betty learned to play the cello well but Erin did not because _ was very impatient.,Betty,Erin
456,Erin was eating more than Betty was eating for dinner because _ had a big lunch.,Erin,Betty
457,Erin was eating more than Betty was eating for dinner because _ had skipped lunch.,Erin,Betty
458,Christine was watching makeup tutorials while Amy was not because _ wanted to forget how to put blush on correctly.,Christine,Amy
459,Erin has a teenager whereas Patricia has toddler-age children because _ became a mother later.,Erin,Patricia
460,Erin has a teenager whereas Patricia has toddler-age children because _ became a mother first.,Erin,Patricia
461,Kayla was very civil when dealing with Emily so that _ would be accepted by her.,Kayla,Emily
462,"Erin ordered a martini when Tanya only ordered a tonic water with lemon, because _ was pregnant.",Erin,Tanya
463,Donald has a problem with hearing in his ears unlike Benjamin because _ worked in a quiet area.,Donald,Benjamin
464,"Neil was a very popular kid in school unlike Jeffrey, because _ was very extroverted.",Neil,Jeffrey
465,Betty used glue to fix Megan's toy because _ was too young to use superglue.,Betty,Megan
466,Jason but not Craig asked the company if they were currently hiring because _ has a job.,Jason,Craig
467,The game on television was very important for Ian but not Dennis because _ was into music instead.,Ian,Dennis
468,"At their high school's homecoming dance, Natalie stayed on the floor for the slow dance while Maria got food during it, because _ had broken up with her significant other.",Natalie,Maria
469,"At their high school's homecoming dance, Natalie stayed on the floor for the slow dance while Maria got food during it, because _ currently had a significant other.",Natalie,Maria
470,Samantha had to use the potty while Felicia used the restroom because _ is a grownup.,Samantha,Felicia
471,Erin read a book to Monica because _ was old enough to be able to read.,Erin,Monica
472,Tanya read the contract carefully before signing it but Patricia didn't. _ didn't get ripped off by the shady merchant.,Tanya,Patricia
473,"Refraining from drinking was easy for Kyle but not Eric, as _ never enjoyed the taste of alcohol.",Kyle,Eric
474,Cynthia ate all of the dessert while Sarah did not have any since _ was not trying to lose any weight.,Cynthia,Sarah
475,Adam was cold and Michael was hot so _ removed a heavy jacket to withstand the freezing weather.,Adam,Michael
476,"Erin was sick of the pests like Amy always cutting out their internet, so _ decided to lay low.",Erin,Amy
477,"William wanted to go biking but Aaron wanted to stay home, so _ went out by themselves.",William,Aaron
478,Angela loved to wear sun glasses but Jessica didn't. _ bought a fancy new pair of shoes.,Angela,Jessica
479,Monica was caught napping in class more often than Katrina because _ stayed up all night.,Monica,Katrina
480,Christine had really good grammar but Cynthia didn't have good grammar because _ studied math in college.,Christine,Cynthia
481,Jessica was given a sapphire ring by Christine for her birthday because _ really likes sapphires.,Jessica,Christine
482,The waist of Joel measured more inches than that of Kevin because _ ate much less.,Joel,Kevin
483,The lips on Cynthia were much bigger than Monica because _ got hit with a softball in the mouth.,Cynthia,Monica
484,The lips on Cynthia were much smaller than Monica because _ got hit with a softball in the mouth.,Cynthia,Monica
485,Mary goes around telling everyone that Christine is too clingy because _ likes  to be touched..,Mary,Christine
486,The parakeet flew to Hunter but flew past Samuel because _ had some bird seed in their hand.,Hunter,Samuel
487,"Christopher tried to empty all the water from the tank in the yard because Michael had asked him to, but _ wasn't able to get it all out.",Christopher,Michael
488,"A very active Randy injured their elbow playing basketball against Lawrence, so _ said sorry.",Randy,Lawrence
489,"The apartment that Samantha lived in was a lot smaller than Megan, because _ had a little salary.",Samantha,Megan
490,Kevin was not able to run fast compared to William because _ had no broken bones in his body.,Kevin,William
491,"Angela thought that Elena talked too slowly, and _ had a hard time being understood when they spoke.",Angela,Elena
492,"When other people were smoking, Kayla was more disgusted than Erin because _ had always avoided smoke.",Kayla,Erin
493,"Benjamin has a spouse and Kyle is single after being divorced, so _ is celebrating their independence this year.",Benjamin,Kyle
494,Christopher taught Hunter to play go fish so that _ had someone to play with.,Christopher,Hunter
495,Carrie was helping Patricia diet and exercise at the gym to lose weight because _ used to be overweight.,Carrie,Patricia
496,"Michael made pickled eggs for Kenneth, but _ really loved his own and wanted to share them.",Michael,Kenneth
497,"Maria gave Samantha the blue floral pants, because _ didn't  fit into them very well.",Maria,Samantha
498,Lindsey was considered more masculine than Amy because every year _ went into the woods to French kiss deer.,Lindsey,Amy
499,Cynthia had to pee after one large coffee but Betty did not as _ had a very big bladder.,Cynthia,Betty
500,Cynthia had to pee after one large coffee but Betty did not as _ had a very small bladder.,Cynthia,Betty
501,"Robert was simply not as stoic as Joel , as _ tended to handle things gracefully.",Robert,Joel
502,"Aaron drank plenty of water before the hike, but Christopher forgot to, so _ ended up staying hydrated.",Aaron,Christopher
503,"Aaron drank plenty of water before the hike, but Christopher forgot to, so _ ended up getting dehydrated.",Aaron,Christopher
504,"The TV that Samantha bought costs more than that of Carrie, because _ was poor.",Samantha,Carrie
505,"The TV that Samantha bought costs more than that of Carrie, because _ was rich.",Samantha,Carrie
506,Carrie had an easier time crawling through the narrow tunnel than Patricia because _ was larger.,Carrie,Patricia
507,Cynthia gave a rabbit as a companion to Carrie because _ thought they were lonely.,Cynthia,Carrie
508,Cynthia gave a rabbit as a companion to Carrie because _ explained they were lonely.,Cynthia,Carrie
509,"Katrina drove Emily to the prison, so that _ could say goodbye to them before they went to jail.",Katrina,Emily
510,"Ian was tired of trying new diets while Steven had luck with one, so _ decided to do their own thing.",Ian,Steven
511,"Ian was tired of trying new diets while Steven had luck with one, so _ stuck to their routine.",Ian,Steven
512,Katrina wanted to build a new picture frame for Samantha's portrait because _ was an inexperienced woodworker.,Katrina,Samantha
513,"Nick struggled with unresolved trauma that Ian couldn't understand, since _ had frequently experienced childhood abuse.",Nick,Ian
514,"Nick struggled with unresolved trauma that Ian couldn't understand, since _ had never experienced childhood abuse.",Nick,Ian
515,"Victoria decided to adopt a Yorkie, but Elena wouldn't even consider it, because _ loved small dogs.",Victoria,Elena
516,Carrie kept written records of their expenses but not Laura because _ had a faulty memory.,Carrie,Laura
517,Carrie kept written records of their expenses but not Laura because _ had a sharp memory.,Carrie,Laura
518,"Samantha was not interested in hearing about Tanya awesome marriage, because _ was happy all the time.",Samantha,Tanya
519,Craig had a slower running phone than Logan because _ had more apps running on theirs.,Craig,Logan
520,Craig had a faster running phone than Logan because _ had more apps running on theirs.,Craig,Logan
521,Betty had more burns on their hands than Amy because _ worked as a welder.,Betty,Amy
522,"Mary wanted to surprise Cynthia with a puppy for Christmas, so _ asked about allergies to dogs.",Mary,Cynthia
523,"Samuel had a shorter expected lifespan than Kenneth, so _ procrastinated in following all their dreams.",Samuel,Kenneth
524,The personal trainer gave Laura but not Victoria the more difficult exercise because _ was in shape.,Laura,Victoria
525,The personal trainer gave Laura but not Victoria the more difficult exercise because _ was out of shape.,Laura,Victoria
526,"At the dance, Adam asked the girl to dance before Donald, so _ is angry with himself.",Adam,Donald
527,Natalie had a pig while Jennifer had a cow so _ thought mines smaller so its better.,Natalie,Jennifer
528,Rebecca slept in the hammock in the backyard while Tanya gardened because _ was tired.,Rebecca,Tanya
529,The bagel shop was closer to Michael than Joel because _ lived in a different area of town.,Michael,Joel
530,Rachel but not Christine was tracked down by police because _ made it to the hideout.,Rachel,Christine
531,Rachel but not Christine was tracked down by police because _ did not make it to the hideout.,Rachel,Christine
532,"Rachel wanted children, but Megan had no interest, so _ looked for someone else to have babies with.",Rachel,Megan
533,"Rachel wanted children, but Megan had no interest, so _ looked for someone else to have freedom with.",Rachel,Megan
534,Adam cried when Donald had a stubbed toe since _ had a look of pain on his face.,Adam,Donald
535,"The bank permitted Michael to open a checking account, but not Matthew, because _ was employed.",Michael,Matthew
536,"The bank permitted Michael to open a checking account, but not Matthew, because _ was unemployed.",Michael,Matthew
537,"The children were not vaccinated, which was fine with Betty but annoyed Mary. _ knew they didn't make kids autistic.",Betty,Mary
538,"The children were not vaccinated, which was fine with Betty but annoyed Mary. _ believed they made kids autistic.",Betty,Mary
539,Firing a shotgun came more naturally for Megan than Tanya because _ grew up around them.,Megan,Tanya
540,"Natalie tended to wear their hair in a ponytail, while Maria wasn't able to, because _ had long hair.",Natalie,Maria
541,Fiction books were interesting and easy to read for  Logan but not Brett because _ enjoyed real tales.,Logan,Brett
542,"Joel had many extra possesions while Neil didn't, so _ had to rent a storage shed.",Joel,Neil
543,"Joel had many extra possesions while Neil didn't, so _ didn't have to rent a storage shed.",Joel,Neil
544,"Jeffrey thought Craig probably had gum and asked for a piece, because _ had fresh breath.",Jeffrey,Craig
545,"Jeffrey thought Craig probably had gum and asked for a piece, because _ had bad breath.",Jeffrey,Craig
546,Benjamin was able to use their device for longer than Steven because _ remembered to bring their charger.,Benjamin,Steven
547,Brian informed Aaron that their coach had scheduled an extra event on Saturday morning since _ was present at yesterday's practice.,Brian,Aaron
548,"Of the two owners, Jessica was far worse than Jennifer, because _ like to treat the dogs.",Jessica,Jennifer
549,"Of the two owners, Jessica was far worse than Jennifer, because _ like to beat the dogs.",Jessica,Jennifer
550,Research came easy to Monica as compared to Erin because _ 's father was a landscaper.,Monica,Erin
551,"Donald stuck his nose up and scoffed at William's ragged outfit, because _ looked like the working class.",Donald,William
552,Brett threw away all the soda and junk food to reduce Leslie's dependence on unhealthy foods because _ cares for his health.,Brett,Leslie
553,"Elena was an excellent flight attendant when Sarah boarded the plane with a fear of flying because, _ was able to overcome their fears.",Elena,Sarah
