item_num,sentence,option1,option2
554,Dennis invited Joseph on a trip to the hatchery tomorrow morning because _ was also interested in fish.,Dennis,Joseph
555,"Megan wrote on the paper with a pencil unlike Jennifer who wrote with a pen, because _ wanted to erase it later.",Megan,Jennifer
556,"Megan wrote on the paper with a pencil unlike Jennifer who wrote with a pen, because _ wanted to keep it for later.",Megan,Jennifer
557,Laura asked Rachel if she could borrow some clothes because _ loved her fashion sense.,Laura,Rachel
558,"Erin knew the perfect gift for the wedding  shower, but Samantha had to do some research, because _  was slightly acquainted with the bride.",Erin,Samantha
559,The gothic lolita style suited Victoria better than Sarah because _ looked the worst in frilly dresses.,Victoria,Sarah
560,"Samantha couldn't see any alternatives, but Emily could, because _ wasn't nearly as open minded.",Samantha,Emily
561,"After a boring meeting, Monica closed her eyes and dozed while Carrie took a walk, as _ had gone to bed late the night before.",Monica,Carrie
562,"After a boring meeting, Monica closed her eyes and dozed while Carrie took a walk, as _ had gone to bed early the night before.",Monica,Carrie
563,"Erin frequently suffered from hair loss while Samantha had healthy hair, as _ was never stressed out.",Erin,Samantha
564,"The creatures attacked Derrick while ignoring Ryan, because _ remembered to put on the repellent.",Derrick,Ryan
565,Megan liked to read a book good more than Samantha because _ liked the peace and quiet.,Megan,Samantha
566,Megan liked to read a book good more than Samantha because _ hated the peace and quiet.,Megan,Samantha
567,"Late at night, Rebecca was more tired than Jessica so _ was unable to go right to sleep.",Rebecca,Jessica
568,"Late at night, Rebecca was more tired than Jessica so _ was able to go right to sleep.",Rebecca,Jessica
569,"Neil used a chainsaw to cut down the tree instead of a regular saw like William, because _ believed in modern equipment.",Neil,William
570,"Maria was able to keep their weight off long term, unlike Felicia, because _ followed a healthy diet.",Maria,Felicia
571,"Maria was able to keep their weight off long term, unlike Felicia, because _ followed a crash diet.",Maria,Felicia
572,Dennis did not enjoy their afternoon but Hunter did because _ left work after the sunset.,Dennis,Hunter
573,Dennis did not enjoy their afternoon but Hunter did because _ left work after the sunrise.,Dennis,Hunter
574,"Natalie committed a bunch of good deeds in Samantha's name, because _ wanted all the credit.",Natalie,Samantha
575,"Natalie committed a bunch of good deeds in Samantha's name, because _ didn't want the credit.",Natalie,Samantha
576,Neil put the finishing touches on the android as he sold it off to Brian because _ was an engineer.,Neil,Brian
577,"Laura didn't buy anything at all for Betty's birthday, because _ forgot to mention it.",Laura,Betty
578,"Beautiful to Angela means something physical, while it's mental to Emily, so _ is deeper.",Angela,Emily
579,"Beautiful to Angela means something physical, while it's mental to Emily, so _ is shallower.",Angela,Emily
580,The hair stylist gave Laura hair extensions and not Katrina because _ had very short hair.,Laura,Katrina
581,Monica did not need a recipe in order to mix a cake but Angela did because _ was an instinctive baker.,Monica,Angela
582,"Craig had cereal for breakfast while Dennis had a shake, so _ finished drinking their breakfast.",Craig,Dennis
583,"Craig had cereal for breakfast while Dennis had a shake, so _ finished eating their breakfast.",Craig,Dennis
584,Logan ended up calling the police over an incident involving Jason because _ was scratched by them.,Logan,Jason
585,"Benjamin shaved his beard, but Nick had just grown one, so _ gave them all his old oils.",Benjamin,Nick
586,Monica can speak English and German but Samantha can only speak English because _ is trilingual.,Monica,Samantha
587,Pine trees were a big part of Erin s Christmas tree farm while Megan was jewish but helped _ celebrate anyhow.,Erin,Megan
588,Eating spicy foods better suited Robert and not Adam because _ never got acid reflux from salsa.,Robert,Adam
589,Kenneth had worse skin than Craig so _ had to use more of the moisturizer.,Kenneth,Craig
590,Kenneth had better skin than Craig so _ had to use more of the moisturizer.,Kenneth,Craig
591,The cat Natalie owned would snuggle up on Jessica's lap because _ was nice to it all the time.,Natalie,Jessica
592,"Brian always tried to find ways to be productive at work unlike Kenneth, because _ was a hard worker.",Brian,Kenneth
593,"Justin bought a new RV but Lawrence liked his old one, so _ decided to buy it.",Justin,Lawrence
594,"Justin bought a new RV but Lawrence liked his old one, so _ decided to sell it.",Justin,Lawrence
595,"Tanya was unrecognizable after Sarah was done beating them, so _ ended up going to jail.",Tanya,Sarah
596,"Derrick showed Jason how to cut the tiles for their kitchen, and _ was shown appreciation for their help.",Derrick,Jason
597,Sarah but not Erin would get a retirement pension because _ had a 30 year work career.,Sarah,Erin
598,"Brian agreed to buy soap for Kenneth while at the store, and _ paid them back the following day for the errand.",Brian,Kenneth
599,Hunter prepared the documents and data tables for Matthew's scientific research because _ is his assistant.,Hunter,Matthew
600,"Samuel was blown away to find out from Lawrence that goldfish are a type of carp, so _ decided to fact check his friend.",Samuel,Lawrence
601,Michael had a cat as a pet but Nelson didn't have any pets because _ had little allergies in their system.,Michael,Nelson
602,Maria mimicked everything that Christine did at work because _ was like a fan to her.,Maria,Christine
603,"Kyle paid Craig to board the family dog at the kennel for a week, because _ was going on vacation.",Kyle,Craig
604,Jessica found the heavy load at work overwhelming but not Katrina because _ did a poor job at planning their work.,Jessica,Katrina
605,The brutal boxing match was suitable for Christopher but not Samuel because _ did damage to his opponent.,Christopher,Samuel
606,The brutal boxing match was suitable for Christopher but not Samuel because _ did not damage his opponent.,Christopher,Samuel
607,Going on a diet was easier for Benjamin but not Donald because _ did not know about any different programs.,Benjamin,Donald
608,Jennifer got about with a seeing-eye dog but Mary did not because _ was blind.,Jennifer,Mary
609,Jennifer got about with a seeing-eye dog but Mary did not because _ was sighted.,Jennifer,Mary
610,"The dog loved Kevin but hated Derrick, so _ started bringing the dog treats to change its mind.",Kevin,Derrick
611,"The dog hated Kevin but loved Derrick, so _ started bringing the dog treats to change its mind.",Kevin,Derrick
612,"Patricia has a trouble with training her horse and wants Tanya's help, because _ wants her horse to behave.",Patricia,Tanya
613,Samuel had to recently recover from a stroke unlike William because _ was living an unhealthy lifestyle.,Samuel,William
614,"Tanya was the most powerful person in the world, and Sarah admired them, because _ was something to aspire to.",Tanya,Sarah
615,Ian was supposed to be babysitting for Dennis but didn’t show up because _ was forgotten.,Ian,Dennis
616,Donald had to wax a lot more frequently than Ian because _ had blonde colored hair.,Donald,Ian
617,Joseph asked Robert to clean the floor with a mop nearby because _ needs to work.,Joseph,Robert
618,"Craig grew frustrated trying to coach Nick in soccer, as _ lacked the aptitude needed for the task.",Craig,Nick
619,"Craig grew frustrated trying to coach Nick in soccer, as _ lacked the patience needed for the task.",Craig,Nick
620,Getting a divorce as soon as possible suited Victoria but not Lindsey because _ was no longer in love.,Victoria,Lindsey
621,"Betty's blanket was much thicker than Jessica's blanket, so _ felt cold all night in bed.",Betty,Jessica
622,Christopher declined when asked by Ian to play a game of chess because _ liked to play intellectual games.,Christopher,Ian
623,Natalie had a phobia about crossing over high bridges but Tanya didn't. _ had to re-route their trip to avoid bridges.,Natalie,Tanya
624,More people attended the funeral of Joel than of Derrick because _ was a mean person.,Joel,Derrick
625,"Adam decided to shave Denniss beard before the reuinion, because _ thought it was too long.",Adam,Dennis
626,"Adam decided to shave Denniss beard before the reuinion, but _ thought it was too short.",Adam,Dennis
627,"Emily had always loved kids and Jessica felt the opposite, so _ was surprised to become a pediatrician.",Emily,Jessica
628,Nelson wanted to be an actor so Neil got them an audition because _ had poor connections in the movie industry.,Nelson,Neil
629,Robert usually didn't like fish as much as Kyle however _ had a disliking for sardines on pizza.,Robert,Kyle
630,"Dennis made their weight loss goal before Eric, because _ only ate a healthy diet.",Dennis,Eric
631,Tanya looked for an escape route while Elena did not because _ liked to live in the moment.,Tanya,Elena
632,Tanya looked for an escape route while Elena did not because _ liked to be aware of all the surroundings.,Tanya,Elena
633,"Elena waited patiently for Angela, as _ arrived early to meet at their prearranged spot.",Elena,Angela
634,"Donald took medication for their anxiety, but Craig went to therapy because _ was open with their feelings.",Donald,Craig
635,"Donald took medication for their anxiety, and Craig went to therapy because _ was private with their feelings.",Donald,Craig
636,Michael had less money than Samuel did because _ liked to shop and spend money too much.,Michael,Samuel
637,Michael had more money than Samuel did because _ like to shop and spend money too much.,Michael,Samuel
638,"After a nasty breakup, Kayla needed a restraining order from Samantha because _ was scary to them.",Kayla,Samantha
639,"At dinner time, Tanya ate Erin's serving of peas even though _ really likes green vegetables.",Tanya,Erin
640,"Monica was worried that Mary might be caught in a scam when they started their new job, but _ decided to trust their friend's judgement.",Monica,Mary
641,Brian taught Michael how to feed a rabbit greens because _ had rabbits as a kid.,Brian,Michael
642,"Joseph has an allergy to mangoes, but Nelson does not, so _ has to be very careful.",Joseph,Nelson
643,Justin went with Donald to the game because _ wanted to be the designated driver.,Justin,Donald
644,Steven was worried about the height requirements for the rollercoaster more than Dennis was since _ was short.,Steven,Dennis
645,Steven was worried about the height requirements for the rollercoaster more than Dennis was since _ was tall.,Steven,Dennis
646,Joel has experience driving large vehicles and Lawrence doesn't. _ drives their RV with accuracy.,Joel,Lawrence
647,"The teacher asked for the homework. Elena played games the night before and Tanya did not, so _ got an F.",Elena,Tanya
648,"The teacher asked for the homework. Elena played games the night before and Tanya did not, so _ got an A.",Elena,Tanya
649,"William had a fear about nothing unlike Benjamin, because _ had a horrible childhood growing up.",William,Benjamin
650,"Ryan grew the houseplant from seed, but Matthew bought a plastic plant instead, because _ tended to neglect plants.",Ryan,Matthew
651,"Neil introduced William, who is very shy, to his friends, but _ was being very embarrassing.",Neil,William
652,"Neil introduced William, who is very shy, to his friends, but _ was being very quiet.",Neil,William
653,"Laura had a much better body than Katrina, because _ spent all of their time at the ice cream shop.",Laura,Katrina
654,"Samantha believed in life after death while Christine did not, so _ never tried to talk to spirits.",Samantha,Christine
655,"While at the store, Logan grabbed a head of lettuce for Eric to use for dinner, but _ already had some at home.",Logan,Eric
656,"While at the store, Logan grabbed a head of lettuce for Eric to use for dinner because _ knew there was none at home.",Logan,Eric
657,Jeffrey asked Hunter when was the date set for the wedding because _ was getting married.,Jeffrey,Hunter
658,Jeffrey asked Hunter when was the date set for the wedding because _ was his best man.,Jeffrey,Hunter
659,"Craig had never learned handwriting in school but Michael had learned beautiful script so, _ always typed all their correspondence.",Craig,Michael
660,"Patricia did laundry by hand, but Lindsey used the electric washer, because _ wore clothes made of delicate fabrics.",Patricia,Lindsey
661,"Derrick needed Kenneth to go to the store and get a baby bib, but _ said the one they had was still ok.",Derrick,Kenneth
662,"Christine told Samantha at court their reasons for their expired license, since _ had the responsibility to attend.",Christine,Samantha
663,"Christine told Samantha at court their reasons for their expired license, since _ had the responsibility to judge.",Christine,Samantha
664,"While waiting for the movie to begin, Natalie bought popcorn and drinks for Lindsey, since _ had little money.",Natalie,Lindsey
665,"Christopher was able to travel abroad, while William only travelled domestically, as _ had never applied for a passport.",Christopher,William
666,The patient put in a special request for Brett instead of Kyle because _ was always stern.,Brett,Kyle
667,Rachel decided on adopting a young puppy but Megan didn't because _ didn't want to train a pupply.,Rachel,Megan
668,Applying to dance in music videos was great for Erin but not Lindsey because _ was a beginner dancer.,Erin,Lindsey
669,"Benjamin asked Samuel to buy them a puppy, because _ could not have a pet.",Benjamin,Samuel
670,Nelson teased Christopher about needing to find a homecoming date because _ could not find one.,Nelson,Christopher
671,Nelson teased Christopher about needing to find a homecoming date because _ already had one.,Nelson,Christopher
672,Betty gave the full pitcher to Rachel so _ could fill her glass with water.,Betty,Rachel
673,Brett looks as if they are aging at half the rate of Craig because _ has lived a rough lifestyle.,Brett,Craig
674,Sarah had to call in an expert unlike Erin because _ had no knowledge on the subject.,Sarah,Erin
675,Sarah had to call in an expert unlike Erin because _ had vast knowledge on the subject.,Sarah,Erin
676,"Monica really enjoys a vodka drink, but Felicia prefers whiskey because _ likes dark liquors.",Monica,Felicia
677,"Monica really enjoys a vodka drink, but Felicia prefers whiskey because _ likes clear liquors.",Monica,Felicia
678,Samantha failed on the test but Mary got very good marks because _ had been very lazy.,Samantha,Mary
679,"Kyle wanted to write to Aaron every day, because _ enjoyed sending letters to friends.",Kyle,Aaron
680,"Kyle wanted to write to Aaron every day, because _ enjoyed receiving letters from friends.",Kyle,Aaron
681,"Much to the dismay of Christopher, Jeffrey learned of their evil plan, and _ was stopped before it succeeded.",Christopher,Jeffrey
682,"Samantha's main artistic medium was paint, while Patricia preferred to work with clay, since _ was trained as a sculptor.",Samantha,Patricia
683,"Neil asked Brian to hand him the measuring tape, but _ already measured the wall to center the picture.",Neil,Brian
684,Michael loved eating many different vegetables but not Brett because _ was on a vegetarian diet.,Michael,Brett
685,"It was painful for Justin to break up with Jason, but _ wasn't ready to move on.",Justin,Jason
686,"As a marine, Emily looks down on civilians like Maria, so _ is a bit saddened.",Emily,Maria
687,"Kyle makes a lot more money than Nelson can make at his job, as _ is a cashier.",Kyle,Nelson
688,The food that Hunter ate was spoiled but not that of Brett because _ left his food outside.,Hunter,Brett
689,The food that Hunter ate was spoiled but not that of Brett because _ left his food in the fridge.,Hunter,Brett
690,"Laura held the steel for their project while Carrie used the blowtorch, because _ was more skilled.",Laura,Carrie
691,"Amy recognized the man in the waiting room before Monica did, because _ had met the man only once.",Amy,Monica
692,Nick smelled much worse than Kenneth after the baseball game although _ was wearing deodorant.,Nick,Kenneth
693,The man with the fever came over and talked to Carrie and not Lindsey because _ was a patient.,Carrie,Lindsey
694,Writing came easily to Carrie but was difficult for Natalie because _ had taken engineering in college.,Carrie,Natalie
695,Katrina asked Rachel to change the diapers for the babies this morning because _ is handling the stove.,Katrina,Rachel
696,Katrina asked Rachel to change the diapers for the babies this morning because _ isn't doing anything.,Katrina,Rachel
697,Brett took more medicines than Aaron did although _ was suffering from many more diseases.,Brett,Aaron
698,Benjamin lied to Logan because _ was so upset about the money that was missing.,Benjamin,Logan
699,Derrick greeted Craig at the event but he did not respond to him because _ is humble.,Derrick,Craig
700,Derrick greeted Craig at the event but he did not respond to him because _ is arrogant.,Derrick,Craig
701,Monica chose Kayla as the winning contestant on the reality show because _ was a contestant on the show.,Monica,Kayla
702,Michael swam in the pond for longer than Derrick because _ thought the algae was okay.,Michael,Derrick
703,Kenneth worked hard at training martial arts but not Samuel. _ couldn't made their dream come true of fighting in the UFC octagon.,Kenneth,Samuel
704,"Adam's blushed a deep red when Jeffrey saw him fall off his horse, but _ tried to pretend it didn't hurt.",Adam,Jeffrey
705,"The doctor treated Natalie, but refused to see Tanya, because _ has an incredible insurance plan.",Natalie,Tanya
706,Jessica asked Rebecca to go see a new horror movie even though _ knew she would likely to decline the invitation.,Jessica,Rebecca
707,"Amy's being taught how to pay it forward by Kayla, so _ is likely the younger person.",Amy,Kayla
708,Steven asked Joseph to have their stomach examined after _ had a night full of really bad gas issues.,Steven,Joseph
709,"Felicia was given a leather belt from Betty to clean it, because _ knows how to do it.",Felicia,Betty
710,"Felicia was given a leather belt from Betty to clean it, because _ doesn't know how to clean it.",Felicia,Betty
711,Carrie tried to convince Cynthia that the cat needed a microchip because _ was concerned about the cat getting lost.,Carrie,Cynthia
712,The doctor felt more sympathy for Aaron than Ryan because _ had a curable illness and great insurance.,Aaron,Ryan
713,"Emily delivered the daily newspaper to Samantha promptly, so _ gave a nice Christmas bonus.",Emily,Samantha
714,"Emily delivered the daily newspaper to Samantha promptly, so _ expected a nice Christmas bonus.",Emily,Samantha
715,"Laura was climbing down from the roof and Katrina was below so, _ was holding the ladder.",Laura,Katrina
716,"Katrina demanded that Jessica get off of their property, because _ was in the neighborhood for visiting.",Katrina,Jessica
717,"Katrina demanded that Jessica get off of their property, because _ wasn't in the mood for visiting.",Katrina,Jessica
718,"At the hospital, Kenneth tended to Randy 's wounds as _ was learning to contain an infection.",Kenneth,Randy
719,"Justin admired the art hung on the wall by Nick, so _ asked if he would like to take something home.",Justin,Nick
720,Mary felt a great deal of guilt for stealing various items from Rachel so _ forgave her.,Mary,Rachel
721,Patricia bought Christine a watch for their birthday because _ was tired of asking about the time.,Patricia,Christine
722,"After visiting their tenth college, Kevin asked Donald to just make up his mind, because _ just didn't have time for more.",Kevin,Donald
723,Christine was tired of Maria being a pain in the neck after _ laid down the prank trap.,Christine,Maria
724,Beautiful roses were bought by Jason for Dennis because _ is a receiver in general.,Jason,Dennis
725,"Felicia ran out of shirts and borrowed one from Patricia, but _ didn't ask permission ahead of time.",Felicia,Patricia
726,Megan picked up some olive oil for Felicia because _ hated to cook but loved to eat.,Megan,Felicia
727,Megan picked up some olive oil for Felicia because _ loved to cook but hated to eat.,Megan,Felicia
728,Kayla always wears sunscreen outdoors but Natalie doesn't because _ isn't concerned about getting neck wrinkles.,Kayla,Natalie
729,"Felicia wanted to be pampered by Emily, so _ went to the jewelry store and bought an expensive ring.",Felicia,Emily
730,Mastering the game of chess was easier for Brian than William because _ had an analytical mind.,Brian,William
731,The gerbil came over to Laura but not Monica because _ was holding a hockey stick.,Laura,Monica
732,The gerbil came over to Laura but not Monica because _ was holding a carrot stick.,Laura,Monica
733,Samantha wanted to use a valet to park the car but Carrie did not because _ was generous with money.,Samantha,Carrie
734,"Emily has never struggled with blood clots like Victoria has, because _ lives a sedentary, gluttonous lifestyle.",Emily,Victoria
735,"On the playground at school during recess, Monica called Emily a chicken because _ was capable of climbing the ladder.",Monica,Emily
736,"On the playground at school during recess, Monica called Emily a chicken because _ was scared of climbing the ladder.",Monica,Emily
737,Learning a new form of karate was difficult for Logan but not William because _ was not athletic.,Logan,William
738,Brian wanted a horse but not Nick because _ raised cattle in their spare time.,Brian,Nick
739,"Elena liked lizards more than Rachel did, so _ was appalled to receive a pet gecko for her birthday.",Elena,Rachel
740,Logan preferred to snowboard while Kyle wanted to do biathlon so _ went up the hill.,Logan,Kyle
741,"Nick did not like sauces made from tomato, only creamy sauces. Ryan knew this so he only made white sauce when _ came over.",Nick,Ryan
742,Rachel knew exactly how to treat the injured person's wound but not Emily because _ took a woodworking class in high school.,Rachel,Emily
743,Kayla was always thinner than Rachel because _ enjoyed eating brioche and butter every morning.,Kayla,Rachel
744,Robert has no regret for punching Justin in the nose even though _ was the victim of injustice.,Robert,Justin
745,Robert has no regret for punching Justin in the nose because _ was the victim of injustice.,Robert,Justin
746,"Laura put fruit in their pie for Lindsey to eat, and _ ate half the pie after that one was done baking.",Laura,Lindsey
747,"William was very comfortable entering Kenneth 's personal domain any time, as _ was very self-assured.",William,Kenneth
748,Tanya recently finished filling out a job application but not Megan because _ is currently unemployed.,Tanya,Megan
749,Tanya recently finished filling out a job application but not Megan because _ is currently working.,Tanya,Megan
750,Lawrence had lost a lot of weight on their diet but Hunter wasn't nearly as succesful. _ was now heavy.,Lawrence,Hunter
751,"Tanya wanted to audition for the show that Sarah was casting, so _ watched her routine very carefully.",Tanya,Sarah
752,"When it came to taking care of elderly people, Adam was suited for the job more than Brian because _ lived with younger people longer.",Adam,Brian
753,Felicia experienced a tummy ache while Tanya did not because _ had not eaten any food.,Felicia,Tanya
754,"Erin was self-conscious of her legs and Katrina didn't help by making fun of them, but _ went to the gym to try and help her.",Erin,Katrina
755,"While shopping at the mall, Kevin asked Benjamin to help find a red shirt to wear because _ was great at clothing budgeting.",Kevin,Benjamin
756,Mary didn't know what the currency of Mexico was but Lindsey knew _ had never been to Mexico before.,Mary,Lindsey
757,"Mary thinks Sarah has beautiful skin, even though _ actually has the better complexion of the two.",Mary,Sarah
758,Donald had to drive Matthew to the doctor immediately because _ was feeling lightheaded and dizzy.,Donald,Matthew
759,"The apartment Brett rented was owned by Jason, so _ sent the rent for the apartment each month.",Brett,Jason
760,"The apartment Brett rented was owned by Jason, so _ received the rent for the apartment each month.",Brett,Jason
761,"Kyle was in a lot of pain after running the marathon in place of Brian, but _ appreciated the support of his cause.",Kyle,Brian
762,Amy asked Maria how to make homemade candles to give as gifts. _ knew she had a lot of experience making them.,Amy,Maria
763,Patricia liked to lie around in a hammock all day but Megan did not because _ was very sedentary.,Patricia,Megan
764,Justin brought a a saw and hammer to prepare making a cupboard for Benjamin because _ is his employer.,Justin,Benjamin
765,"Kenneth's back is being tended to by Derrick at the office, so _ is the client in this situation.",Kenneth,Derrick
766,"The mirror didn't lie when it showed how overweight Patricia was and how emaciated Felicia was, so _ needed to go on diet.",Patricia,Felicia
767,"Logan could eat gluten while Adam could not, and _ always had a smaller variety of foods to choose from.",Logan,Adam
768,"Maria wasn't aware that Erin was coming up behind them, because _ was generally sneaky.",Maria,Erin
769,Michael was a better employer than Joel so _ had to worry about retaining employees.,Michael,Joel
770,Michael was a better employer than Joel so _ did not have to worry about retaining employees.,Michael,Joel
771,Two friends wanted a tan look but Joel was impatient while Robert wasn't. _ used bronzer to get a tan look.,Joel,Robert
772,Playing basketball came easier for Cynthia than Jennifer but _ had more control of their body movements.,Cynthia,Jennifer
773,Playing basketball came easier for Cynthia than Jennifer but _ had less control of their body movements.,Cynthia,Jennifer
774,The lady was blushing when she walked passed Amy but not Carrie because _ was intrigued by her.,Amy,Carrie
775,"Dennis's home just burned down, but luckily Donald's was spared. So, now _ is grateful.",Dennis,Donald
776,Megan focused more on proper posture than Lindsey because _ wanted to become a model.,Megan,Lindsey
777,Megan focused less on proper posture than Lindsey because _ wanted to become a model.,Megan,Lindsey
778,Victoria had no issues with Achilles Tendinitis unlike Betty because _ never wore sneakers with cushion.,Victoria,Betty
779,Katrina did not value the antique pictures as much as Lindsey because _ was a history buff.,Katrina,Lindsey
780,"Angela wanted to find a partner, but Victoria wanted to stay single, because _ was lonely.",Angela,Victoria
781,"Michael had to learn how to speak Chinese for his job unlike Matthew, because _ worked in China.",Michael,Matthew
782,"Michael had to learn how to speak Chinese for his job unlike Matthew, because _ worked in England.",Michael,Matthew
783,"Betty avoided getting attacked in the dark alley where Elena was mugged, because _ ignored their intuition.",Betty,Elena
784,"Victoria was interested in babies, but Katrina thought they were annoying, so _ preferred visiting the nursery.",Victoria,Katrina
785,"When gambling in Las Vegas, Christine usually bets less playing poker than Elena because _ is more cautious.",Christine,Elena
786,Logan kept a store of ammo in their house but Brian did not as _ approved of hunting.,Logan,Brian
787,"Craig made sure to stretch before working out but Christopher never did, so _ frequently got injuries.",Craig,Christopher
788,"Elena is concerned that Megan might have a Twitter addiction, but _ is probably worrying about nothing.",Elena,Megan
789,"Donald was chosen to be a model while Dennis was passed over, because _ was exceptionally tall.",Donald,Dennis
790,"Patricia bought a plant for Natalie to put in her garden, so _ sent a thank you card.",Patricia,Natalie
791,Logan checked Samuel's garage to see if the car was there. It was missing so _ was gone.,Logan,Samuel
792,Jessica was arrested for growing hemp by the police but not Sarah because _ fled during the field raid.,Jessica,Sarah
793,Jessica was arrested for growing hemp by the police but not Sarah because _ stayed during the field raid.,Jessica,Sarah
794,Jennifer thought it was important to neuter a dog and Rachel did not because _ knew lots of animals become homeless.,Jennifer,Rachel
795,Joseph loved to smoke cigarettes while Derrick did not although _ hated to use a hookah.,Joseph,Derrick
796,"Ryan ordered the salad with added avocado, but Randy passed, because _ wasn't ok with the $3 upcharge.",Ryan,Randy
797,"Ryan ordered the salad with added avocado, but Randy passed, because _ was ok with the $3 upcharge.",Ryan,Randy
798,"Tanya was an adult while Samantha was young and still had room to grow , so _ gave her her old clothes.",Tanya,Samantha
799,"Tanya was an adult while Samantha was young and still had room to grow , so _ took her old clothes.",Tanya,Samantha
800,"Lawrence volunteered to donate blood to help others, but Steven was unable to, since _ was healthy.",Lawrence,Steven
801,"Reading poetry and rhymes was very entertaining for Derrick but boring for Logan, since _ was a mathematician.",Derrick,Logan
802,Laura never feared anything like Erin because _ didn't have a very strong and very powerful mind.,Laura,Erin
803,Laura never feared anything like Erin because _ had a very strong and very powerful mind.,Laura,Erin
804,Adam asked Dennis to always remember to flush the toilet because _ doesn't flush it.,Adam,Dennis
805,"Christine knew how to make wings with better flavor than Maria, so _ waited for supper.",Christine,Maria
806,Buying a swimming pool was great for Adam but not for Christopher because _ had a large back yard.,Adam,Christopher
807,"Cynthia was happy to give Patricia the politics section of the newspaper, because _ had little interest in the election results.",Cynthia,Patricia
808,"Carrie always arrived to work after Cynthia, as _ had a shorter driving commute in the mornings.",Carrie,Cynthia
809,"Amy left smears all over the surface after cleaning Kayla's sink, because _ didn't supervise very much.",Amy,Kayla
810,"Brian could learn to swim with the right instruction, but it was hard to tell whether lifeguard Matthew was qualified to provide it, since _ had never swum before.",Brian,Matthew
811,"Jennifer has more money than Amy, so _ became a homeowner at a young age.",Jennifer,Amy
812,Patricia had to pay less tax than Cynthia because _ made more money in the year.,Patricia,Cynthia
813,Patricia had to pay less tax than Cynthia because _ made less money in the year.,Patricia,Cynthia
814,"Brian's plants are showing a lot more growth than Logan's, because _ used better fertilizer.",Brian,Logan
815,The girl broke Leslie's heart but not Kenneth's because _ was never in love with her.,Leslie,Kenneth
816,The girl broke Leslie's heart but not Kenneth's because _ used to be in love with her.,Leslie,Kenneth
817,"Monica suspected that Rebecca had become an alcoholic, but _ predicted an intervention to address the problem.",Monica,Rebecca
818,Lawrence was always gaining weight while Dennis was losing it as _ liked to eat too little.,Lawrence,Dennis
819,Remodeling the kitchen came naturally to Michael but not William because _ had experience being a carpenter's apprentice.,Michael,William
820,Neil cut trees down into lumber every year unlike Logan because _ lives in the city.,Neil,Logan
821,Neil cut trees down into lumber every year unlike Logan because _ lives out in the countryside.,Neil,Logan
822,Kyle asked Brett for some tips on healthy eating because _ has recently lost weight.,Kyle,Brett
823,William was a huge animal rights activist but Randy couldn't care less so _ hated leather.,William,Randy
824,William was a huge animal rights activist but Randy couldn't care less so _ loved leather.,William,Randy
825,Maria wanted to play poker with Jennifer because _ was a better player and she won a lot of money.,Maria,Jennifer
826,"Joel went to Michael 's house and consumed a lot of alcohol, so _ had to ride back home as a passenger.",Joel,Michael
